"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y"
"1","Golden State Warriors","3/5/17",2016,3,7,50,"y","Alley Oop Layup shot","2PT Field Goal",1,"New York Knicks",17,2
"2","Golden State Warriors","12/30/16",2016,3,7,48,"y","Alley Oop Layup shot","2PT Field Goal",1,"Dallas Mavericks",9,7
"3","Golden State Warriors","1/16/17",2016,1,9,6,"y","Alley Oop Layup shot","2PT Field Goal",1,"Cleveland Cavaliers",4,11
"4","Golden State Warriors","12/7/16",2016,2,0,43,"y","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1
"5","Golden State Warriors","11/19/16",2016,1,8,43,"y","Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1
"6","Golden State Warriors","1/22/17",2016,3,9,27,"y","Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1
"7","Golden State Warriors","11/4/16",2016,4,6,6,"y","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1
"8","Golden State Warriors","3/16/17",2016,3,1,20,"y","Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1
"9","Golden State Warriors","2/4/17",2016,4,0,57,"y","Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1
"10","Golden State Warriors","12/20/16",2016,3,3,22,"y","Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1
"11","Golden State Warriors","1/2/17",2016,1,10,50,"y","Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1
"12","Golden State Warriors","12/25/16",2016,4,1,31,"y","Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1
"13","Golden State Warriors","11/21/16",2016,1,8,13,"y","Cutting Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1
"14","Golden State Warriors","1/20/17",2016,2,2,22,"y","Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1
"15","Golden State Warriors","2/27/17",2016,1,5,36,"y","Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1
"16","Golden State Warriors","11/16/16",2016,2,3,43,"y","Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1
"17","Golden State Warriors","2/27/17",2016,4,4,21,"y","Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1
"18","Golden State Warriors","11/9/16",2016,4,8,48,"y","Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1
"19","Golden State Warriors","12/7/16",2016,1,6,31,"y","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1
"20","Golden State Warriors","3/28/17",2016,1,9,6,"y","Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1
"21","Golden State Warriors","3/20/17",2016,3,9,8,"n","Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1
"22","Golden State Warriors","3/18/17",2016,1,1,7,"y","Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1
"23","Golden State Warriors","11/19/16",2016,1,8,19,"y","Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1
"24","Golden State Warriors","10/30/16",2016,1,1,58,"y","Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1
"25","Golden State Warriors","3/21/17",2016,2,3,24,"y","Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1
"26","Golden State Warriors","12/25/16",2016,2,8,48,"y","Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-6,7
"27","Golden State Warriors","1/25/17",2016,3,6,54,"y","Cutting Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-17,2
"28","Golden State Warriors","11/13/16",2016,4,2,39,"y","Cutting Layup Shot","2PT Field Goal",0,"Phoenix Suns",1,8
"29","Golden State Warriors","10/25/16",2016,1,9,28,"n","Cutting Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-19,3
"30","Golden State Warriors","12/15/16",2016,3,9,39,"y","Cutting Layup Shot","2PT Field Goal",1,"New York Knicks",0,13
"31","Golden State Warriors","1/29/17",2016,1,6,16,"y","Cutting Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",-15,-1
"32","Golden State Warriors","1/2/17",2016,4,0,53,"y","Cutting Layup Shot","2PT Field Goal",2,"Denver Nuggets",6,21
"33","Golden State Warriors","12/28/16",2016,3,7,14,"y","Cutting Layup Shot","2PT Field Goal",0,"Toronto Raptors",4,8
"34","Golden State Warriors","2/11/17",2016,2,10,37,"y","Cutting Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-19,-6
"35","Golden State Warriors","11/9/16",2016,1,2,15,"y","Cutting Layup Shot","2PT Field Goal",1,"Dallas Mavericks",1,11
"36","Golden State Warriors","2/10/17",2016,2,3,16,"y","Cutting Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",-9,2
"37","Golden State Warriors","10/25/16",2016,2,6,14,"y","Cutting Layup Shot","2PT Field Goal",1,"San Antonio Spurs",4,16
"38","Golden State Warriors","11/25/16",2016,1,4,14,"y","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",-21,-2
"39","Golden State Warriors","12/28/16",2016,2,4,16,"y","Cutting Layup Shot","2PT Field Goal",0,"Toronto Raptors",-6,7
"40","Golden State Warriors","12/7/16",2016,3,11,38,"y","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",12,16
"41","Golden State Warriors","11/25/16",2016,2,6,17,"n","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",1,21
"42","Golden State Warriors","1/18/17",2016,1,7,54,"n","Cutting Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-16,21
"43","Golden State Warriors","12/5/16",2016,3,3,40,"y","Cutting Layup Shot","2PT Field Goal",1,"Indiana Pacers",-2,13
"44","Golden State Warriors","11/7/16",2016,1,4,1,"y","Cutting Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",1,16
"45","Golden State Warriors","12/1/16",2016,1,5,41,"y","Cutting Layup Shot","2PT Field Goal",1,"Houston Rockets",-7,13
"46","Golden State Warriors","2/1/17",2016,4,10,36,"n","Driving Bank Hook Shot","2PT Field Goal",7,"Charlotte Hornets",64,38
"47","Golden State Warriors","11/13/16",2016,1,3,52,"n","Driving Bank shot","2PT Field Goal",6,"Phoenix Suns",53,43
"48","Golden State Warriors","12/20/16",2016,1,6,47,"n","Driving Bank shot","2PT Field Goal",10,"Utah Jazz",92,46
"49","Golden State Warriors","3/31/17",2016,2,3,5,"y","Driving Bank shot","2PT Field Goal",4,"Houston Rockets",-9,46
"50","Golden State Warriors","12/30/16",2016,1,5,57,"y","Driving Bank shot","2PT Field Goal",3,"Dallas Mavericks",-9,31
"51","Golden State Warriors","11/7/16",2016,4,5,17,"y","Driving Bank shot","2PT Field Goal",7,"New Orleans Pelicans",12,77
"52","Golden State Warriors","4/4/17",2016,2,4,56,"y","Driving Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1
"53","Golden State Warriors","2/28/17",2016,2,4,16,"y","Driving Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1
"54","Golden State Warriors","1/2/17",2016,2,3,42,"y","Driving Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1
"55","Golden State Warriors","12/1/16",2016,4,4,7,"y","Driving Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1
"56","Golden State Warriors","2/11/17",2016,4,10,15,"n","Driving Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1
"57","Golden State Warriors","2/10/17",2016,4,10,11,"n","Driving Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",4,2
"58","Golden State Warriors","3/18/17",2016,2,4,43,"y","Driving Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1
"59","Golden State Warriors","2/8/17",2016,2,0,8,"y","Driving Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1
"60","Golden State Warriors","3/16/17",2016,2,8,57,"y","Driving Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1
"61","Golden State Warriors","3/31/17",2016,1,7,7,"y","Driving Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1
"62","Golden State Warriors","2/27/17",2016,3,11,44,"n","Driving Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1
"63","Golden State Warriors","2/23/17",2016,4,11,43,"y","Driving Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1
"64","Golden State Warriors","11/28/16",2016,1,5,32,"y","Driving Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1
"65","Golden State Warriors","12/25/16",2016,3,2,59,"y","Driving Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1
"66","Golden State Warriors","1/18/17",2016,4,3,20,"y","Driving Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1
"67","Golden State Warriors","1/16/17",2016,4,6,59,"n","Driving Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1
"68","Golden State Warriors","12/30/16",2016,3,5,17,"y","Driving Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1
"69","Golden State Warriors","3/29/17",2016,1,11,21,"n","Driving Finger Roll Layup Shot","2PT Field Goal",0,"San Antonio Spurs",6,-1
"70","Golden State Warriors","4/4/17",2016,2,0,48,"y","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",-7,21
"71","Golden State Warriors","2/28/17",2016,3,10,29,"y","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Washington Wizards",6,2
"72","Golden State Warriors","11/7/16",2016,1,11,45,"n","Driving Floating Jump Shot","2PT Field Goal",3,"New Orleans Pelicans",22,31
"73","Golden State Warriors","11/16/16",2016,1,10,11,"y","Driving Floating Jump Shot","2PT Field Goal",4,"Toronto Raptors",32,38
"74","Golden State Warriors","10/30/16",2016,2,2,2,"n","Driving Floating Jump Shot","2PT Field Goal",5,"Phoenix Suns",42,36
"75","Golden State Warriors","3/28/17",2016,4,4,11,"y","Driving Floating Jump Shot","2PT Field Goal",9,"Houston Rockets",19,90
"76","Golden State Warriors","3/2/17",2016,3,6,57,"y","Driving Floating Jump Shot","2PT Field Goal",11,"Chicago Bulls",19,111
"77","Golden State Warriors","2/11/17",2016,3,0,25,"n","Driving Floating Jump Shot","2PT Field Goal",7,"Oklahoma City Thunder",-9,70
"78","Golden State Warriors","11/18/16",2016,3,4,18,"n","Driving Floating Jump Shot","2PT Field Goal",12,"Boston Celtics",-119,21
"79","Golden State Warriors","12/15/16",2016,3,7,58,"n","Driving Floating Jump Shot","2PT Field Goal",5,"New York Knicks",-11,56
"80","Golden State Warriors","4/4/17",2016,1,6,12,"n","Driving Floating Jump Shot","2PT Field Goal",6,"Minnesota Timberwolves",-9,67
"81","Golden State Warriors","11/16/16",2016,4,2,50,"n","Driving Floating Jump Shot","2PT Field Goal",5,"Toronto Raptors",-14,56
"82","Golden State Warriors","11/13/16",2016,1,4,17,"y","Driving Floating Jump Shot","2PT Field Goal",8,"Phoenix Suns",4,82
"83","Golden State Warriors","10/30/16",2016,4,8,17,"n","Driving Floating Jump Shot","2PT Field Goal",5,"Phoenix Suns",10,51
"84","Golden State Warriors","12/25/16",2016,4,3,49,"y","Driving Floating Jump Shot","2PT Field Goal",7,"Cleveland Cavaliers",-58,41
"85","Golden State Warriors","11/16/16",2016,3,3,56,"n","Driving Hook Shot","2PT Field Goal",5,"Toronto Raptors",-29,51
"86","Golden State Warriors","11/10/16",2016,3,0,44,"n","Driving Hook Shot","2PT Field Goal",2,"Denver Nuggets",1,26
"87","Golden State Warriors","3/16/17",2016,2,0,26,"y","Driving Hook Shot","2PT Field Goal",8,"Orlando Magic",4,80
"88","Golden State Warriors","3/24/17",2016,3,11,34,"y","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",-19,23
"89","Golden State Warriors","12/1/16",2016,1,6,5,"y","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",6,21
"90","Golden State Warriors","1/16/17",2016,2,11,34,"y","Driving Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",2,13
"91","Golden State Warriors","3/18/17",2016,4,5,47,"n","Driving Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",-12,21
"92","Golden State Warriors","3/2/17",2016,3,1,25,"y","Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",2,7
"93","Golden State Warriors","2/11/17",2016,2,2,29,"n","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",28,3
"94","Golden State Warriors","11/21/16",2016,3,9,15,"y","Driving Layup Shot","2PT Field Goal",2,"Indiana Pacers",12,16
"95","Golden State Warriors","3/2/17",2016,1,0,56,"n","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",22,16
"96","Golden State Warriors","2/11/17",2016,4,4,44,"n","Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",1,-6
"97","Golden State Warriors","2/13/17",2016,2,8,53,"n","Driving Layup Shot","2PT Field Goal",2,"Denver Nuggets",22,16
"98","Golden State Warriors","3/6/17",2016,1,9,57,"y","Driving Layup Shot","2PT Field Goal",2,"Atlanta Hawks",19,7
"99","Golden State Warriors","10/25/16",2016,1,2,58,"y","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-16,11
"100","Golden State Warriors","1/8/17",2016,4,10,40,"y","Driving Layup Shot","2PT Field Goal",1,"Sacramento Kings",10,11
"101","Golden State Warriors","3/28/17",2016,3,10,52,"y","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",20,7
"102","Golden State Warriors","1/6/17",2016,4,6,47,"n","Driving Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-17,21
"103","Golden State Warriors","1/29/17",2016,4,2,50,"n","Driving Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",25,13
"104","Golden State Warriors","11/28/16",2016,4,6,55,"n","Driving Layup Shot","2PT Field Goal",1,"Atlanta Hawks",6,13
"105","Golden State Warriors","2/1/17",2016,2,1,47,"y","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",1,11
"106","Golden State Warriors","12/8/16",2016,1,9,37,"n","Driving Layup Shot","2PT Field Goal",2,"Utah Jazz",27,7
"107","Golden State Warriors","11/18/16",2016,4,1,29,"n","Driving Layup Shot","2PT Field Goal",1,"Boston Celtics",-14,11
"108","Golden State Warriors","12/1/16",2016,2,2,17,"y","Driving Layup Shot","2PT Field Goal",1,"Houston Rockets",10,7
"109","Golden State Warriors","11/16/16",2016,2,0,31,"n","Driving Layup Shot","2PT Field Goal",2,"Toronto Raptors",-20,18
"110","Golden State Warriors","3/14/17",2016,4,3,7,"n","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",14,13
"111","Golden State Warriors","11/4/16",2016,4,6,35,"n","Driving Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",0,21
"112","Golden State Warriors","12/8/16",2016,3,4,27,"n","Driving Layup Shot","2PT Field Goal",3,"Utah Jazz",32,8
"113","Golden State Warriors","3/5/17",2016,2,1,34,"y","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",10,-1
"114","Golden State Warriors","10/30/16",2016,3,10,51,"n","Driving Layup Shot","2PT Field Goal",1,"Phoenix Suns",4,16
"115","Golden State Warriors","3/14/17",2016,2,4,45,"y","Driving Layup Shot","2PT Field Goal",0,"Philadelphia 76ers",2,8
"116","Golden State Warriors","1/20/17",2016,3,11,51,"y","Driving Layup Shot","2PT Field Goal",3,"Houston Rockets",-38,11
"117","Golden State Warriors","3/16/17",2016,3,7,26,"y","Driving Layup Shot","2PT Field Goal",0,"Orlando Magic",1,3
"118","Golden State Warriors","3/5/17",2016,4,10,8,"y","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",-19,3
"119","Golden State Warriors","12/30/16",2016,2,4,8,"y","Driving Layup Shot","2PT Field Goal",0,"Dallas Mavericks",4,3
"120","Golden State Warriors","3/2/17",2016,1,8,54,"n","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",-27,11
"121","Golden State Warriors","12/23/16",2016,4,1,31,"y","Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1
"122","Golden State Warriors","12/7/16",2016,3,7,7,"y","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1
"123","Golden State Warriors","2/4/17",2016,4,11,23,"y","Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1
"124","Golden State Warriors","3/28/17",2016,2,2,7,"y","Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1
"125","Golden State Warriors","1/28/17",2016,2,2,1,"y","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1
"126","Golden State Warriors","12/25/16",2016,4,6,31,"y","Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1
"127","Golden State Warriors","1/18/17",2016,3,9,57,"y","Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1
"128","Golden State Warriors","11/25/16",2016,3,7,16,"y","Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1
"129","Golden State Warriors","11/9/16",2016,2,2,53,"n","Fadeaway Bank shot","2PT Field Goal",14,"Dallas Mavericks",128,72
"130","Golden State Warriors","1/20/17",2016,4,11,26,"n","Fadeaway Jump Shot","2PT Field Goal",10,"Houston Rockets",105,3
"131","Golden State Warriors","2/25/17",2016,3,11,44,"n","Fadeaway Jump Shot","2PT Field Goal",17,"Brooklyn Nets",128,121
"132","Golden State Warriors","2/23/17",2016,1,11,9,"n","Fadeaway Jump Shot","2PT Field Goal",8,"Los Angeles Clippers",-73,46
"133","Golden State Warriors","11/4/16",2016,2,5,22,"y","Finger Roll Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-15,1
"134","Golden State Warriors","12/25/16",2016,3,6,29,"y","Finger Roll Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-4,-5
"135","Golden State Warriors","12/20/16",2016,2,4,40,"y","Floating Jump shot","2PT Field Goal",12,"Utah Jazz",2,120
"136","Golden State Warriors","11/9/16",2016,1,11,39,"n","Floating Jump shot","2PT Field Goal",9,"Dallas Mavericks",-1,97
"137","Golden State Warriors","1/28/17",2016,2,10,35,"n","Floating Jump shot","2PT Field Goal",10,"Los Angeles Clippers",6,105
"138","Golden State Warriors","3/6/17",2016,3,4,54,"n","Floating Jump shot","2PT Field Goal",3,"Atlanta Hawks",33,13
"139","Golden State Warriors","3/26/17",2016,3,0,33,"n","Floating Jump shot","2PT Field Goal",10,"Memphis Grizzlies",-91,51
"140","Golden State Warriors","3/24/17",2016,2,1,56,"y","Floating Jump shot","2PT Field Goal",6,"Sacramento Kings",2,65
"141","Golden State Warriors","1/6/17",2016,2,5,52,"y","Floating Jump shot","2PT Field Goal",12,"Memphis Grizzlies",91,90
"142","Golden State Warriors","10/25/16",2016,2,7,22,"n","Floating Jump shot","2PT Field Goal",6,"San Antonio Spurs",-1,61
"143","Golden State Warriors","11/28/16",2016,3,6,33,"n","Floating Jump shot","2PT Field Goal",4,"Atlanta Hawks",-1,47
"144","Golden State Warriors","11/7/16",2016,4,3,51,"n","Floating Jump shot","2PT Field Goal",9,"New Orleans Pelicans",89,39
"145","Golden State Warriors","11/16/16",2016,4,4,1,"n","Floating Jump shot","2PT Field Goal",6,"Toronto Raptors",9,61
"146","Golden State Warriors","12/1/16",2016,4,7,5,"n","Floating Jump shot","2PT Field Goal",10,"Houston Rockets",-63,90
"147","Golden State Warriors","3/31/17",2016,1,6,16,"n","Floating Jump shot","2PT Field Goal",12,"Houston Rockets",46,111
"148","Golden State Warriors","3/20/17",2016,1,11,9,"n","Floating Jump shot","2PT Field Goal",15,"Oklahoma City Thunder",-155,-11
"149","Golden State Warriors","11/13/16",2016,1,6,37,"n","Floating Jump shot","2PT Field Goal",14,"Phoenix Suns",2,144
"150","Golden State Warriors","11/18/16",2016,1,1,31,"n","Floating Jump shot","2PT Field Goal",8,"Boston Celtics",-6,82
"151","Golden State Warriors","11/4/16",2016,2,5,54,"y","Hook Shot","2PT Field Goal",6,"Los Angeles Lakers",-59,32
"152","Golden State Warriors","3/31/17",2016,3,11,7,"n","Jump Bank Shot","2PT Field Goal",3,"Houston Rockets",4,36
"153","Golden State Warriors","12/3/16",2016,1,9,30,"y","Jump Bank Shot","2PT Field Goal",10,"Phoenix Suns",-101,41
"154","Golden State Warriors","11/16/16",2016,4,6,23,"n","Jump Bank Shot","3PT Field Goal",26,"Toronto Raptors",-2,262
"155","Golden State Warriors","3/29/17",2016,3,0,41,"y","Jump Bank Shot","2PT Field Goal",4,"San Antonio Spurs",-45,3
"156","Golden State Warriors","2/27/17",2016,4,6,26,"y","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",-241,-6
"157","Golden State Warriors","3/31/17",2016,4,1,37,"n","Jump Shot","2PT Field Goal",10,"Houston Rockets",94,36
"158","Golden State Warriors","3/31/17",2016,1,3,5,"n","Jump Shot","2PT Field Goal",17,"Houston Rockets",107,134
"159","Golden State Warriors","3/31/17",2016,4,4,51,"n","Jump Shot","3PT Field Goal",26,"Houston Rockets",-27,262
"160","Golden State Warriors","3/31/17",2016,3,11,28,"n","Jump Shot","3PT Field Goal",27,"Houston Rockets",69,262
"161","Golden State Warriors","3/31/17",2016,4,0,50,"n","Jump Shot","2PT Field Goal",6,"Houston Rockets",-48,47
"162","Golden State Warriors","3/31/17",2016,3,0,33,"n","Jump Shot","3PT Field Goal",26,"Houston Rockets",78,254
"163","Golden State Warriors","3/29/17",2016,1,8,11,"n","Jump Shot","3PT Field Goal",25,"San Antonio Spurs",79,247
"164","Golden State Warriors","3/28/17",2016,4,1,12,"n","Jump Shot","3PT Field Goal",24,"Houston Rockets",51,242
"165","Golden State Warriors","3/28/17",2016,3,4,1,"n","Jump Shot","3PT Field Goal",24,"Houston Rockets",181,169
"166","Golden State Warriors","3/28/17",2016,1,1,36,"n","Jump Shot","3PT Field Goal",24,"Houston Rockets",92,232
"167","Golden State Warriors","3/28/17",2016,2,5,59,"n","Jump Shot","3PT Field Goal",24,"Houston Rockets",107,224
"168","Golden State Warriors","3/28/17",2016,2,0,3,"n","Jump Shot","3PT Field Goal",34,"Houston Rockets",-78,331
"169","Golden State Warriors","3/28/17",2016,1,6,9,"y","Jump Shot","3PT Field Goal",25,"Houston Rockets",138,210
"170","Golden State Warriors","3/28/17",2016,4,2,14,"y","Jump Shot","2PT Field Goal",16,"Houston Rockets",-161,38
"171","Golden State Warriors","3/26/17",2016,1,8,20,"n","Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",-125,237
"172","Golden State Warriors","3/26/17",2016,4,1,17,"n","Jump Shot","2PT Field Goal",5,"Memphis Grizzlies",37,41
"173","Golden State Warriors","3/24/17",2016,1,0,0,"n","Jump Shot","2PT Field Goal",6,"Sacramento Kings",-11,65
"174","Golden State Warriors","3/24/17",2016,3,9,54,"n","Jump Shot","3PT Field Goal",26,"Sacramento Kings",22,262
"175","Golden State Warriors","3/24/17",2016,4,7,13,"n","Jump Shot","3PT Field Goal",27,"Sacramento Kings",-187,200
"176","Golden State Warriors","3/24/17",2016,1,10,24,"n","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-1,259
"177","Golden State Warriors","3/24/17",2016,3,0,6,"n","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-19,257
"178","Golden State Warriors","3/21/17",2016,1,1,54,"y","Jump Shot","3PT Field Goal",24,"Dallas Mavericks",66,232
"179","Golden State Warriors","3/21/17",2016,2,2,25,"n","Jump Shot","2PT Field Goal",19,"Dallas Mavericks",97,164
"180","Golden State Warriors","3/21/17",2016,4,5,34,"n","Jump Shot","3PT Field Goal",24,"Dallas Mavericks",20,242
"181","Golden State Warriors","3/21/17",2016,1,10,26,"n","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-160,178
"182","Golden State Warriors","3/21/17",2016,3,9,24,"n","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",96,219
"183","Golden State Warriors","3/20/17",2016,1,8,49,"n","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",69,232
"184","Golden State Warriors","3/18/17",2016,1,6,20,"n","Jump Shot","2PT Field Goal",12,"Milwaukee Bucks",-60,105
"185","Golden State Warriors","3/18/17",2016,1,8,19,"n","Jump Shot","2PT Field Goal",10,"Milwaukee Bucks",42,92
"186","Golden State Warriors","3/16/17",2016,2,1,38,"n","Jump Shot","3PT Field Goal",28,"Orlando Magic",-158,242
"187","Golden State Warriors","3/16/17",2016,1,9,44,"n","Jump Shot","3PT Field Goal",26,"Orlando Magic",-192,188
"188","Golden State Warriors","3/14/17",2016,4,11,2,"n","Jump Shot","2PT Field Goal",6,"Philadelphia 76ers",-9,67
"189","Golden State Warriors","3/14/17",2016,4,5,1,"n","Jump Shot","2PT Field Goal",11,"Philadelphia 76ers",61,95
